case_id,case_description,case_budget,case_lat,case_lon,preferred_gender,tutor_id,success,tutor_name,tutor_bio,tutor_rate,tutor_lat,tutor_lon,gender,distance_km,price_gap
22,"A-Level Physics student, SEN-friendly",69,22.30273794516007,114.20008690913582,Female,9,1,Tutor_9,"English tutor, SEN-friendly",53,22.313770266319494,114.23264487246988,Male,3.566913251285475,16
22,"A-Level Physics student, SEN-friendly",69,22.30273794516007,114.20008690913582,Female,43,1,Tutor_43,Medical interview preparation tutor,109,22.32197293443064,114.17286798070378,Female,3.523440355923417,40
23,Medical interview prep,114,22.31623833590302,114.1626499599299,Male,2,0,Tutor_2,"Experienced Physics tutor, SEN-friendly",70,22.33271727582222,114.15112635996913,Male,2.18233893382344,44
23,Medical interview prep,114,22.31623833590302,114.1626499599299,Male,8,1,Tutor_8,"Experienced Physics tutor, SEN-friendly",91,22.28309722971271,114.23353018879205,Male,8.170355722188514,23
24,"A-Level Physics student, SEN-friendly",47,22.346806436937246,114.15837811290046,Any,28,1,Tutor_28,"Experienced Physics tutor, SEN-friendly",35,22.311815539333303,114.15890008155615,Male,3.8911860628223347,12
24,"A-Level Physics student, SEN-friendly",47,22.346806436937246,114.15837811290046,Any,21,1,Tutor_21,Medical interview preparation tutor,104,22.34862711832638,114.21716966338846,Male,6.049722696334297,57
25,"GCSE Chemistry tutoring, online",124,22.29440370492937,114.19346050055908,Male,21,1,Tutor_21,Medical interview preparation tutor,104,22.34862711832638,114.21716966338846,Male,6.503929461867964,20
25,"GCSE Chemistry tutoring, online",124,22.29440370492937,114.19346050055908,Male,6,0,Tutor_6,Math Olympiad specialist,39,22.318383560625243,114.15610219924274,Male,4.677616874501978,85
25,"GCSE Chemistry tutoring, online",124,22.29440370492937,114.19346050055908,Male,49,0,Tutor_49,"Math tutor, IB and A-Level",83,22.34843792671181,114.17158012811778,Female,6.416050736438791,41
26,"GCSE Chemistry tutoring, online",116,22.309375459902835,114.18042698652638,Any,21,0,Tutor_21,Medical interview preparation tutor,104,22.34862711832638,114.21716966338846,Male,5.773424763063261,12
26,"GCSE Chemistry tutoring, online",116,22.309375459902835,114.18042698652638,Any,3,1,Tutor_3,Chemistry tutor with exam success,117,22.349337919914284,114.24143684188826,Female,7.689292108427839,1
26,"GCSE Chemistry tutoring, online",116,22.309375459902835,114.18042698652638,Any,26,1,Tutor_26,"English tutor, SEN-friendly",93,22.287789422892462,114.18362287880372,Female,2.4226758210658836,23
27,IB Math tutoring required,44,22.296656950835217,114.16674702250032,Female,48,0,Tutor_48,"Math tutor, IB and A-Level",104,22.34455642340561,114.23196851922714,Male,8.566085347117355,60
27,IB Math tutoring required,44,22.296656950835217,114.16674702250032,Female,42,1,Tutor_42,Math Olympiad specialist,75,22.332845598643942,114.197627252955,Female,5.126720345021762,31
28,Math Olympiad training,41,22.338076405400415,114.20088848029764,Any,17,1,Tutor_17,"Math tutor, IB and A-Level",105,22.336649910950037,114.17785044165832,Male,2.374793888009858,64
28,Math Olympiad training,41,22.338076405400415,114.20088848029764,Any,22,1,Tutor_22,"English tutor, SEN-friendly",137,22.321370604449797,114.20764763423097,Female,1.9834381230564597,96
29,"A-Level Physics student, SEN-friendly",105,22.28176336945823,114.1519372542905,Any,39,0,Tutor_39,Math Olympiad specialist,80,22.32614062315788,114.16877913600442,Female,5.229874877745174,25
29,"A-Level Physics student, SEN-friendly",105,22.28176336945823,114.1519372542905,Any,31,1,Tutor_31,"Experienced Physics tutor, SEN-friendly",110,22.303487436627368,114.15442159371965,Male,2.4290944239826655,5
30,Math Olympiad training,38,22.299357813291117,114.2065201646605,Male,20,1,Tutor_20,"Experienced Physics tutor, SEN-friendly",115,22.318384968420155,114.16400691112588,Male,4.8583141017133,77
31,"GCSE Chemistry tutoring, online",69,22.328380531901207,114.21115476281804,Male,7,1,Tutor_7,Math Olympiad specialist,114,22.322549747833836,114.1747463654552,Male,3.8006773740390334,45
32,Math Olympiad training,148,22.306745573161496,114.19592316119213,Male,48,1,Tutor_48,"Math tutor, IB and A-Level",104,22.34455642340561,114.23196851922714,Male,5.605645970990961,44
32,Math Olympiad training,148,22.306745573161496,114.19592316119213,Male,31,1,Tutor_31,"Experienced Physics tutor, SEN-friendly",110,22.303487436627368,114.15442159371965,Male,4.284817307041273,38
33,"GCSE Chemistry tutoring, online",80,22.33601318118683,114.22183655516714,Female,19,1,Tutor_19,"English tutor, SEN-friendly",36,22.346482044538813,114.23733138676609,Female,1.9735032699710293,44
33,"GCSE Chemistry tutoring, online",80,22.33601318118683,114.22183655516714,Female,46,0,Tutor_46,"English tutor, SEN-friendly",63,22.28499501507665,114.1806554189204,Male,7.080197979274948,17
34,IB Math tutoring required,149,22.28347860496736,114.19504464028364,Female,4,1,Tutor_4,Medical interview preparation tutor,127,22.34577615357037,114.24298986070936,Female,8.503572074687751,22
34,IB Math tutoring required,149,22.28347860496736,114.19504464028364,Female,35,0,Tutor_35,Math Olympiad specialist,33,22.3135620811842,114.2218536911791,Male,4.3355626130335905,116
34,IB Math tutoring required,149,22.28347860496736,114.19504464028364,Female,47,0,Tutor_47,Aviation studies expert tutor,40,22.32101945667367,114.22253932845726,Female,5.04242957462704,109
34,IB Math tutoring required,149,22.28347860496736,114.19504464028364,Female,49,1,Tutor_49,"Math tutor, IB and A-Level",83,22.34843792671181,114.17158012811778,Female,7.615777102808876,66
35,"A-Level Physics student, SEN-friendly",106,22.312732314813157,114.2315379285983,Female,26,1,Tutor_26,"English tutor, SEN-friendly",93,22.287789422892462,114.18362287880372,Female,5.656125141374688,13
35,"A-Level Physics student, SEN-friendly",106,22.312732314813157,114.2315379285983,Female,29,0,Tutor_29,Aviation studies expert tutor,103,22.323714630066167,114.21361217617611,Male,2.2116484873615465,3
36,"GCSE Chemistry tutoring, online",118,22.334948549116504,114.21796421747248,Male,25,1,Tutor_25,Medical interview preparation tutor,43,22.335566759301493,114.22029200108364,Male,0.24909219925694417,75
37,IB Math tutoring required,57,22.285595731011167,114.17362976647011,Male,5,1,Tutor_5,Chemistry tutor with exam success,148,22.339352011818256,114.1983639577372,Female,6.496434897010874,91
38,"English tutoring, SEN-friendly",53,22.32630454754015,114.16211573705642,Any,43,1,Tutor_43,Medical interview preparation tutor,109,22.32197293443064,114.17286798070378,Female,1.2063152408680038,56
39,"English tutoring, SEN-friendly",127,22.348640139282622,114.2224477433298,Male,10,1,Tutor_10,Chemistry tutor with exam success,34,22.338544981850724,114.17393968675827,Female,5.113619615649362,93
39,"English tutoring, SEN-friendly",127,22.348640139282622,114.2224477433298,Male,47,0,Tutor_47,Aviation studies expert tutor,40,22.32101945667367,114.22253932845726,Female,3.0712984643435495,87
39,"English tutoring, SEN-friendly",127,22.348640139282622,114.2224477433298,Male,43,1,Tutor_43,Medical interview preparation tutor,109,22.32197293443064,114.17286798070378,Female,5.8988820799871275,18
39,"English tutoring, SEN-friendly",127,22.348640139282622,114.2224477433298,Male,28,1,Tutor_28,"Experienced Physics tutor, SEN-friendly",35,22.311815539333303,114.15890008155615,Male,7.71296090012685,92
39,"English tutoring, SEN-friendly",127,22.348640139282622,114.2224477433298,Male,15,1,Tutor_15,Chemistry tutor with exam success,131,22.31053160738138,114.186933111307,Male,5.594651455018217,4
41,"GCSE Chemistry tutoring, online",104,22.33937753176983,114.22234939093308,Any,17,0,Tutor_17,"Math tutor, IB and A-Level",105,22.336649910950037,114.17785044165832,Male,4.586789052294981,1
41,"GCSE Chemistry tutoring, online",104,22.33937753176983,114.22234939093308,Any,50,1,Tutor_50,Medical interview preparation tutor,58,22.318683118891023,114.23702332363364,Female,2.7519434127333158,46
41,"GCSE Chemistry tutoring, online",104,22.33937753176983,114.22234939093308,Any,15,1,Tutor_15,Chemistry tutor with exam success,131,22.31053160738138,114.186933111307,Male,4.853778869244342,27
42,"GCSE Chemistry tutoring, online",122,22.324885291322023,114.21743416734316,Female,27,1,Tutor_27,Aviation studies expert tutor,112,22.334944109573257,114.21423790179506,Male,1.1658060638574996,10
42,"GCSE Chemistry tutoring, online",122,22.324885291322023,114.21743416734316,Female,31,0,Tutor_31,"Experienced Physics tutor, SEN-friendly",110,22.303487436627368,114.15442159371965,Male,6.904891806393554,12
43,Medical interview prep,128,22.2986287870653,114.18715428435524,Male,32,0,Tutor_32,Aviation studies expert tutor,66,22.316078134914523,114.15576727693649,Male,3.767014985561002,62
43,Medical interview prep,128,22.2986287870653,114.18715428435524,Male,26,1,Tutor_26,"English tutor, SEN-friendly",93,22.287789422892462,114.18362287880372,Female,1.2588542416341766,35
43,Medical interview prep,128,22.2986287870653,114.18715428435524,Male,10,1,Tutor_10,Chemistry tutor with exam success,34,22.338544981850724,114.17393968675827,Female,4.64197122219067,94
44,"A-Level Physics student, SEN-friendly",69,22.31874569910659,114.21520664925812,Male,33,0,Tutor_33,"Experienced Physics tutor, SEN-friendly",68,22.30178036093145,114.21777723858705,Female,1.9049062241383645,1
45,Math Olympiad training,81,22.30730054591816,114.20908868398732,Male,18,1,Tutor_18,Aviation studies expert tutor,104,22.31696903253522,114.23021453940602,Male,2.4245968614107793,23
45,Math Olympiad training,81,22.30730054591816,114.20908868398732,Male,36,1,Tutor_36,Chemistry tutor with exam success,101,22.2893133616558,114.17367021809686,Male,4.156681985592059,20
45,Math Olympiad training,81,22.30730054591816,114.20908868398732,Male,10,1,Tutor_10,Chemistry tutor with exam success,34,22.338544981850724,114.17393968675827,Female,5.014183732184026,47
47,"A-Level Physics student, SEN-friendly",87,22.34843544307672,114.23525268787616,Female,19,1,Tutor_19,"English tutor, SEN-friendly",36,22.346482044538813,114.23733138676609,Female,0.30476527975515527,51
47,"A-Level Physics student, SEN-friendly",87,22.34843544307672,114.23525268787616,Female,32,1,Tutor_32,Aviation studies expert tutor,66,22.316078134914523,114.15576727693649,Male,8.932174869474299,21
48,Math Olympiad training,86,22.305391331580903,114.18875278863142,Male,15,1,Tutor_15,Chemistry tutor with exam success,131,22.31053160738138,114.186933111307,Male,0.6014468231773622,45
50,"English tutoring, SEN-friendly",59,22.320643290334587,114.22687065016584,Male,14,1,Tutor_14,"Experienced Physics tutor, SEN-friendly",49,22.297245097524588,114.19159729920464,Female,4.465002903413839,10
50,"English tutoring, SEN-friendly",59,22.320643290334587,114.22687065016584,Male,44,1,Tutor_44,"English tutor, SEN-friendly",45,22.348652598459225,114.19217959669412,Female,4.7361733569715705,14
51,"A-Level Physics student, SEN-friendly",61,22.30178860936001,114.16942570116169,Any,30,1,Tutor_30,Medical interview preparation tutor,138,22.282414466557217,114.22421817604224,Female,6.0349159649610105,77
51,"A-Level Physics student, SEN-friendly",61,22.30178860936001,114.16942570116169,Any,43,1,Tutor_43,Medical interview preparation tutor,109,22.32197293443064,114.17286798070378,Female,2.272160383855512,48
51,"A-Level Physics student, SEN-friendly",61,22.30178860936001,114.16942570116169,Any,12,1,Tutor_12,Chemistry tutor with exam success,84,22.29073289565149,114.20228367238836,Female,3.5970698228142095,23
52,IB Math tutoring required,127,22.321834015738897,114.22419835850027,Male,49,1,Tutor_49,"Math tutor, IB and A-Level",83,22.34843792671181,114.17158012811778,Female,6.167669114782203,44
52,IB Math tutoring required,127,22.321834015738897,114.22419835850027,Male,13,0,Tutor_13,Math Olympiad specialist,85,22.310972641167808,114.1805503360024,Male,4.649522858241359,42
52,IB Math tutoring required,127,22.321834015738897,114.22419835850027,Male,12,1,Tutor_12,Chemistry tutor with exam success,84,22.29073289565149,114.20228367238836,Female,4.128237558103517,43
53,"A-Level Physics student, SEN-friendly",82,22.331459004793462,114.2464149357276,Any,35,1,Tutor_35,Math Olympiad specialist,33,22.3135620811842,114.2218536911791,Male,3.216071015668129,49
53,"A-Level Physics student, SEN-friendly",82,22.331459004793462,114.2464149357276,Any,12,0,Tutor_12,Chemistry tutor with exam success,84,22.29073289565149,114.20228367238836,Female,6.4122982561170865,2
54,"English tutoring, SEN-friendly",133,22.316321351593665,114.23268043674884,Any,30,0,Tutor_30,Medical interview preparation tutor,138,22.282414466557217,114.22421817604224,Female,3.8694871406015294,5
55,Aviation studies tutoring,98,22.340554610146995,114.15377064038158,Any,13,1,Tutor_13,Math Olympiad specialist,85,22.310972641167808,114.1805503360024,Male,4.290398261209598,13
55,Aviation studies tutoring,98,22.340554610146995,114.15377064038158,Any,18,1,Tutor_18,Aviation studies expert tutor,104,22.31696903253522,114.23021453940602,Male,8.288678367628075,6
56,"A-Level Physics student, SEN-friendly",137,22.31988155848704,114.21308352187114,Female,50,0,Tutor_50,Medical interview preparation tutor,58,22.318683118891023,114.23702332363364,Female,2.4661602917597376,79
57,Aviation studies tutoring,77,22.306576365292354,114.2366297061749,Female,29,1,Tutor_29,Aviation studies expert tutor,103,22.323714630066167,114.21361217617611,Male,3.03939741338584,26
59,IB Math tutoring required,129,22.315111684017477,114.21657779420256,Any,49,0,Tutor_49,"Math tutor, IB and A-Level",83,22.34843792671181,114.17158012811778,Female,5.928998468248067,46
60,Math Olympiad training,39,22.30241639687113,114.16257435728684,Female,31,1,Tutor_31,"Experienced Physics tutor, SEN-friendly",110,22.303487436627368,114.15442159371965,Male,0.8471416958658025,71
60,Math Olympiad training,39,22.30241639687113,114.16257435728684,Female,7,1,Tutor_7,Math Olympiad specialist,114,22.322549747833836,114.1747463654552,Male,2.565099968621958,75
60,Math Olympiad training,39,22.30241639687113,114.16257435728684,Female,3,1,Tutor_3,Chemistry tutor with exam success,117,22.349337919914284,114.24143684188826,Female,9.644819278159657,78
61,"GCSE Chemistry tutoring, online",103,22.3483619772627,114.23683097905392,Male,10,1,Tutor_10,Chemistry tutor with exam success,34,22.338544981850724,114.17393968675827,Female,6.5596298129638555,69
61,"GCSE Chemistry tutoring, online",103,22.3483619772627,114.23683097905392,Male,29,0,Tutor_29,Aviation studies expert tutor,103,22.323714630066167,114.21361217617611,Male,3.6351456580638883,0
62,IB Math tutoring required,47,22.31420452160031,114.23483856449056,Any,49,1,Tutor_49,"Math tutor, IB and A-Level",83,22.34843792671181,114.17158012811778,Female,7.538203249357525,36
62,IB Math tutoring required,47,22.31420452160031,114.23483856449056,Any,44,1,Tutor_44,"English tutor, SEN-friendly",45,22.348652598459225,114.19217959669412,Female,5.824468419053229,2
63,Math Olympiad training,127,22.33727159735895,114.17796848612215,Female,19,0,Tutor_19,"English tutor, SEN-friendly",36,22.346482044538813,114.23733138676609,Female,6.190653614713551,91
63,Math Olympiad training,127,22.33727159735895,114.17796848612215,Female,17,1,Tutor_17,"Math tutor, IB and A-Level",105,22.336649910950037,114.17785044165832,Male,0.07018654118194781,22
64,Math Olympiad training,67,22.32977049987073,114.1782898085793,Any,2,1,Tutor_2,"Experienced Physics tutor, SEN-friendly",70,22.33271727582222,114.15112635996913,Male,2.813065303580436,3
64,Math Olympiad training,67,22.32977049987073,114.1782898085793,Any,11,1,Tutor_11,"Math tutor, IB and A-Level",49,22.309840043069933,114.2157728775649,Female,4.447196502968338,18
64,Math Olympiad training,67,22.32977049987073,114.1782898085793,Any,42,0,Tutor_42,Math Olympiad specialist,75,22.332845598643942,114.197627252955,Female,2.0181444931235495,8
65,"GCSE Chemistry tutoring, online",57,22.33529208348077,114.1924141669364,Any,26,0,Tutor_26,"English tutor, SEN-friendly",93,22.287789422892462,114.18362287880372,Female,5.358922603487011,36
66,Math Olympiad training,88,22.30748992885685,114.20277676408062,Female,8,0,Tutor_8,"Experienced Physics tutor, SEN-friendly",91,22.28309722971271,114.23353018879205,Male,4.167446250211992,3
66,Math Olympiad training,88,22.30748992885685,114.20277676408062,Female,45,0,Tutor_45,"Math tutor, IB and A-Level",107,22.297907566146197,114.17951325356258,Male,2.619748184492753,19
66,Math Olympiad training,88,22.30748992885685,114.20277676408062,Female,44,0,Tutor_44,"English tutor, SEN-friendly",45,22.348652598459225,114.19217959669412,Female,4.705085421474822,43
67,"GCSE Chemistry tutoring, online",130,22.32674378639276,114.22785207864268,Male,22,1,Tutor_22,"English tutor, SEN-friendly",137,22.321370604449797,114.20764763423097,Female,2.1624282907817283,7
67,"GCSE Chemistry tutoring, online",130,22.32674378639276,114.22785207864268,Male,6,0,Tutor_6,Math Olympiad specialist,39,22.318383560625243,114.15610219924274,Male,7.438662426391158,91
67,"GCSE Chemistry tutoring, online",130,22.32674378639276,114.22785207864268,Male,48,0,Tutor_48,"Math tutor, IB and A-Level",104,22.34455642340561,114.23196851922714,Male,2.0254233195700557,26
69,"GCSE Chemistry tutoring, online",89,22.33112371207002,114.1627980907528,Female,13,1,Tutor_13,Math Olympiad specialist,85,22.310972641167808,114.1805503360024,Male,2.890537812950081,4
69,"GCSE Chemistry tutoring, online",89,22.33112371207002,114.1627980907528,Female,22,1,Tutor_22,"English tutor, SEN-friendly",137,22.321370604449797,114.20764763423097,Female,4.738959235635191,48
70,"English tutoring, SEN-friendly",111,22.309140442405106,114.2160008433459,Any,32,1,Tutor_32,Aviation studies expert tutor,66,22.316078134914523,114.15576727693649,Male,6.244033630861574,45
70,"English tutoring, SEN-friendly",111,22.309140442405106,114.2160008433459,Any,50,0,Tutor_50,Medical interview preparation tutor,58,22.318683118891023,114.23702332363364,Female,2.4088501759216605,53
71,Medical interview prep,103,22.349027334141784,114.23862452921595,Male,32,1,Tutor_32,Aviation studies expert tutor,66,22.316078134914523,114.15576727693649,Male,9.276439786484453,37
71,Medical interview prep,103,22.349027334141784,114.23862452921595,Male,13,1,Tutor_13,Math Olympiad specialist,85,22.310972641167808,114.1805503360024,Male,7.320250577166423,18
71,Medical interview prep,103,22.349027334141784,114.23862452921595,Male,28,1,Tutor_28,"Experienced Physics tutor, SEN-friendly",35,22.311815539333303,114.15890008155615,Male,9.184979172872245,68
72,"GCSE Chemistry tutoring, online",128,22.28689967848724,114.20217573922815,Male,11,0,Tutor_11,"Math tutor, IB and A-Level",49,22.309840043069933,114.2157728775649,Female,2.9092457475780757,79
72,"GCSE Chemistry tutoring, online",128,22.28689967848724,114.20217573922815,Male,37,1,Tutor_37,Medical interview preparation tutor,142,22.303988670809108,114.17121882510442,Female,3.708702769324115,14
73,Math Olympiad training,128,22.332805064410135,114.19031920807268,Female,3,0,Tutor_3,Chemistry tutor with exam success,117,22.349337919914284,114.24143684188826,Female,5.56952151514015,11
74,Math Olympiad training,142,22.308816867981783,114.2376024241744,Female,43,0,Tutor_43,Medical interview preparation tutor,109,22.32197293443064,114.17286798070378,Female,6.81785903901206,33
74,Math Olympiad training,142,22.308816867981783,114.2376024241744,Female,46,1,Tutor_46,"English tutor, SEN-friendly",63,22.28499501507665,114.1806554189204,Male,6.429749859809108,79
75,"A-Level Physics student, SEN-friendly",98,22.338704464525684,114.2002375536568,Male,17,1,Tutor_17,"Math tutor, IB and A-Level",105,22.336649910950037,114.17785044165832,Male,2.3138427493256812,7
75,"A-Level Physics student, SEN-friendly",98,22.338704464525684,114.2002375536568,Male,44,1,Tutor_44,"English tutor, SEN-friendly",45,22.348652598459225,114.19217959669412,Female,1.3821869859924616,53
76,"GCSE Chemistry tutoring, online",91,22.31416583624148,114.16501158039532,Female,28,0,Tutor_28,"Experienced Physics tutor, SEN-friendly",35,22.311815539333303,114.15890008155615,Male,0.6808407868330426,56
77,Medical interview prep,32,22.303967288306424,114.17685215510048,Male,27,0,Tutor_27,Aviation studies expert tutor,112,22.334944109573257,114.21423790179506,Male,5.162703102549,80
77,Medical interview prep,32,22.303967288306424,114.17685215510048,Male,21,1,Tutor_21,Medical interview preparation tutor,104,22.34862711832638,114.21716966338846,Male,6.469821164962374,72
77,Medical interview prep,32,22.303967288306424,114.17685215510048,Male,32,1,Tutor_32,Aviation studies expert tutor,66,22.316078134914523,114.15576727693649,Male,2.5530775046654193,34
77,Medical interview prep,32,22.303967288306424,114.17685215510048,Male,37,0,Tutor_37,Medical interview preparation tutor,142,22.303988670809108,114.17121882510442,Female,0.5795384278797965,110
78,Aviation studies tutoring,49,22.324316163651048,114.20678775880651,Any,11,0,Tutor_11,"Math tutor, IB and A-Level",49,22.309840043069933,114.2157728775649,Female,1.8561557160218138,0
